TheTime,AIN0,,AIN1,AIN2,AIN3,AVERAGE,AIN1
42333.60761,2.404825,1.867,2.602515,2.44608,1.384634,,
42333.60761,2.404825,1.868,2.587408,2.456138,1.384634,,
42333.60761,2.414889,1.869,2.602515,2.456138,1.384634,,
42333.60761,2.409857,1.87,2.602515,2.451109,1.384634,,
42333.60761,2.409857,1.871,2.597479,2.451109,1.389663,,
42333.60761,2.399794,1.872,2.602515,2.441051,1.384634,,
42333.60761,2.404825,1.873,2.597479,2.44608,1.379605,,
42333.60761,2.399794,1.874,2.602515,2.451109,1.384634,,
42333.60761,2.394762,1.875,2.602515,2.451109,1.394692,,
42333.60761,2.38973,1.876,2.597479,2.44608,1.389663,,
42333.60761,2.38973,1.877,2.597479,2.436022,1.379605,,
42333.60761,2.394762,1.878,2.592444,2.451109,1.389663,,
42333.60761,2.38973,1.879,2.592444,2.451109,1.384634,,
42333.60761,2.399794,1.88,2.587408,2.451109,1.389663,,
42333.60761,2.404825,1.881,2.597479,2.451109,1.384634,,
42333.60761,2.409857,1.882,2.597479,2.441051,1.379605,,
42333.60761,2.409857,1.883,2.602515,2.441051,1.384634,,
42333.60761,2.409857,1.884,2.597479,2.451109,1.389663,,
42333.60761,2.404825,1.885,2.587408,2.451109,1.384634,,
42333.60761,2.399794,1.886,2.592444,2.451109,1.389663,,
42333.60761,2.394762,1.887,2.597479,2.436022,1.394692,,
42333.60761,2.38973,1.888,2.592444,2.451109,1.384634,,
42333.60761,2.394762,1.889,2.602515,2.441051,1.384634,,
42333.60761,2.404825,1.89,2.592444,2.441051,1.379605,,
42333.60761,2.414889,1.891,2.602515,2.44608,1.384634,,
42333.60761,2.384699,1.892,2.577336,2.451109,1.384634,,
42333.60761,2.404825,1.893,2.577336,2.466196,1.384634,,
42333.60761,2.414889,1.894,2.63273,2.44608,1.379605,,
42333.60761,2.429984,1.895,2.63273,2.415906,1.374576,,
42333.60761,2.414889,1.896,2.63273,2.441051,1.394692,,
42333.60761,2.38973,1.897,2.592444,2.456138,1.384634,,
42333.60761,2.409857,1.898,2.577336,2.466196,1.379605,,
42333.60761,2.404825,1.899,2.587408,2.456138,1.384634,,
42333.60761,2.399794,1.9,2.617622,2.44608,1.394692,,
42333.60761,2.394762,1.901,2.617622,2.44608,1.379605,,
42333.60761,2.399794,1.902,2.592444,2.44608,1.384634,,
42333.60761,2.404825,1.903,2.582372,2.456138,1.379605,,
42333.60761,2.399794,1.904,2.592444,2.461167,1.379605,,
42333.60761,2.404825,1.905,2.587408,2.456138,1.379605,,
42333.60761,2.41992,1.906,2.612587,2.44608,1.389663,,
42333.60761,2.404825,1.907,2.602515,2.44608,1.384634,,
42333.60761,2.399794,1.908,2.597479,2.44608,1.384634,,
42333.60761,2.409857,1.909,2.587408,2.461167,1.384634,,
42333.60761,2.414889,1.91,2.582372,2.461167,1.379605,,
42333.60761,2.404825,1.911,2.592444,2.456138,1.379605,,
42333.60761,2.399794,1.912,2.602515,2.44608,1.394692,,
42333.60761,2.399794,1.913,2.617622,2.44608,1.384634,,
42333.60761,2.399794,1.914,2.607551,2.441051,1.389663,,
42333.60761,2.38973,1.915,2.592444,2.44608,1.379605,,
42333.60761,2.399794,1.916,2.592444,2.451109,1.384634,,
42333.60761,2.404825,1.917,2.602515,2.44608,1.379605,,
42333.60761,2.404825,1.918,2.592444,2.461167,1.384634,,
42333.60761,2.404825,1.919,2.592444,2.451109,1.389663,,
42333.60761,2.409857,1.92,2.592444,2.461167,1.384634,,
42333.60761,2.409857,1.921,2.602515,2.461167,1.379605,,
42333.60761,2.399794,1.922,2.592444,2.456138,1.389663,,
42333.60761,2.399794,1.923,2.597479,2.44608,1.394692,,
42333.60761,2.399794,1.924,2.607551,2.441051,1.389663,,
42333.60761,2.404825,1.925,2.612587,2.451109,1.389663,,
42333.60761,2.394762,1.926,2.607551,2.44608,1.379605,,
42333.60761,2.394762,1.927,2.607551,2.44608,1.384634,,
42333.60761,2.399794,1.928,2.587408,2.456138,1.389663,,
42333.60761,2.394762,1.929,2.592444,2.451109,1.389663,,
42333.60761,2.404825,1.93,2.597479,2.441051,1.384634,,
42333.60761,2.409857,1.931,2.607551,2.451109,1.394692,,
42333.60761,2.399794,1.932,2.602515,2.44608,1.389663,,
42333.60761,2.399794,1.933,2.612587,2.44608,1.389663,,
42333.60761,2.409857,1.934,2.597479,2.44608,1.389663,,
42333.60761,2.399794,1.935,2.592444,2.44608,1.389663,,
42333.60761,2.404825,1.936,2.592444,2.441051,1.374576,,
42333.60761,2.399794,1.937,2.587408,2.44608,1.384634,,
42333.60761,2.399794,1.938,2.587408,2.451109,1.389663,,
42333.60761,2.399794,1.939,2.587408,2.451109,1.379605,,
42333.60761,2.409857,1.94,2.587408,2.44608,1.384634,,
42333.60761,2.409857,1.941,2.582372,2.441051,1.384634,,
42333.60761,2.38973,1.942,2.577336,2.451109,1.384634,,
42333.60761,2.404825,1.943,2.597479,2.451109,1.389663,,
42333.60761,2.409857,1.944,2.602515,2.436022,1.384634,,
42333.60761,2.414889,1.945,2.617622,2.436022,1.374576,,
42333.60761,2.399794,1.946,2.607551,2.44608,1.384634,,
42333.60761,2.414889,1.947,2.597479,2.466196,1.384634,,
42333.60761,2.404825,1.948,2.577336,2.461167,1.384634,,
42333.60761,2.399794,1.949,2.582372,2.456138,1.384634,,
42333.60761,2.409857,1.95,2.607551,2.451109,1.394692,,
42333.60761,2.399794,1.951,2.597479,2.436022,1.384634,,
42333.60761,2.404825,1.952,2.592444,2.461167,1.379605,,
42333.60761,2.404825,1.953,2.577336,2.461167,1.384634,,
42333.60761,2.404825,1.954,2.582372,2.461167,1.394692,,
42333.60761,2.399794,1.955,2.607551,2.436022,1.384634,,
42333.60761,2.404825,1.956,2.607551,2.441051,1.389663,,
42333.60761,2.404825,1.957,2.612587,2.441051,1.384634,,
42333.60761,2.399794,1.958,2.592444,2.456138,1.384634,,
42333.60761,2.414889,1.959,2.577336,2.456138,1.384634,,
42333.60761,2.404825,1.96,2.582372,2.451109,1.389663,,
42333.60761,2.404825,1.961,2.597479,2.451109,1.389663,,
42333.60761,2.399794,1.962,2.597479,2.441051,1.394692,,
42333.60761,2.394762,1.963,2.602515,2.451109,1.384634,,
42333.60761,2.38973,1.964,2.587408,2.456138,1.389663,,
42333.60761,2.394762,1.965,2.582372,2.451109,1.384634,,
42333.60761,2.394762,1.966,2.592444,2.451109,1.384634,,
42333.60761,2.399794,1.967,2.592444,2.451109,1.384634,,
42333.60761,2.394762,1.968,2.597479,2.451109,1.389663,,
42333.60761,2.404825,1.969,2.597479,2.461167,1.389663,,
42333.60761,2.409857,1.97,2.592444,2.456138,1.384634,,
42333.60761,2.399794,1.971,2.592444,2.441051,1.389663,,
42333.60761,2.404825,1.972,2.597479,2.44608,1.384634,,
42333.60761,2.399794,1.973,2.612587,2.441051,1.379605,,
42333.60761,2.394762,1.974,2.592444,2.451109,1.379605,,
42333.60761,2.404825,1.975,2.597479,2.456138,1.389663,,
42333.60761,2.399794,1.976,2.597479,2.441051,1.384634,,
42333.60761,2.399794,1.977,2.592444,2.451109,1.384634,,
42333.60761,2.409857,1.978,2.592444,2.451109,1.384634,,
42333.60761,2.409857,1.979,2.597479,2.44608,1.379605,,
42333.60761,2.409857,1.98,2.602515,2.441051,1.389663,,
42333.60761,2.394762,1.981,2.602515,2.441051,1.394692,,
42333.60761,2.394762,1.982,2.602515,2.44608,1.379605,,
42333.60761,2.404825,1.983,2.607551,2.451109,1.389663,,
42333.60761,2.399794,1.984,2.592444,2.44608,1.379605,,
42333.60761,2.399794,1.985,2.597479,2.451109,1.379605,,
42333.60761,2.394762,1.986,2.602515,2.456138,1.379605,,
42333.60761,2.38973,1.987,2.597479,2.44608,1.384634,,
42333.60761,2.404825,1.988,2.597479,2.461167,1.384634,,
42333.60761,2.409857,1.989,2.597479,2.451109,1.384634,,
42333.60761,2.409857,1.99,2.597479,2.451109,1.384634,,
42333.60761,2.394762,1.991,2.587408,2.461167,1.389663,,
42333.60761,2.404825,1.992,2.567265,2.466196,1.389663,,
42333.60761,2.414889,1.993,2.602515,2.44608,1.384634,,
42333.60761,2.41992,1.994,2.627694,2.436022,1.379605,,
42333.60761,2.409857,1.995,2.63273,2.441051,1.384634,,
42333.60761,2.394762,1.996,2.602515,2.451109,1.384634,,
42333.60761,2.404825,1.997,2.592444,2.466196,1.379605,,
42333.60761,2.404825,1.998,2.582372,2.461167,1.379605,,
42333.60761,2.399794,1.999,2.587408,2.44608,1.384634,,
42333.60761,2.394762,2,2.617622,2.441051,1.394692,,
42333.60761,2.404825,2.001,2.607551,2.44608,1.389663,,
42333.60761,2.399794,2.002,2.587408,2.456138,1.384634,,
42333.60761,2.399794,2.003,2.577336,2.466196,1.384634,,
42333.60761,2.414889,2.004,2.592444,2.461167,1.379605,,
42333.60761,2.404825,2.005,2.612587,2.44608,1.374576,,
42333.60761,2.399794,2.006,2.612587,2.44608,1.394692,,
42333.60761,2.399794,2.007,2.602515,2.44608,1.389663,,
42333.60761,2.399794,2.008,2.592444,2.456138,1.384634,,
42333.60761,2.404825,2.009,2.582372,2.451109,1.384634,,
42333.60761,2.409857,2.01,2.597479,2.461167,1.374576,,
42333.60761,2.414889,2.011,2.592444,2.461167,1.384634,,
42333.60761,2.399794,2.012,2.597479,2.441051,1.394692,,
42333.60761,2.399794,2.013,2.602515,2.451109,1.389663,,
42333.60761,2.404825,2.014,2.592444,2.44608,1.379605,,
42333.60761,2.399794,2.015,2.587408,2.44608,1.374576,,
42333.60761,2.404825,2.016,2.592444,2.451109,1.379605,,
42333.60761,2.399794,2.017,2.592444,2.441051,1.384634,,
42333.60761,2.404825,2.018,2.597479,2.456138,1.384634,,
42333.60761,2.409857,2.019,2.602515,2.456138,1.384634,,
42333.60761,2.404825,2.02,2.597479,2.44608,1.389663,,
42333.60761,2.409857,2.021,2.602515,2.456138,1.384634,,
42333.60761,2.404825,2.022,2.597479,2.461167,1.384634,,
42333.60761,2.404825,2.023,2.602515,2.451109,1.384634,,
42333.60761,2.404825,2.024,2.597479,2.456138,1.374576,,
42333.60761,2.399794,2.025,2.597479,2.451109,1.394692,,
42333.60761,2.399794,2.026,2.597479,2.44608,1.384634,,
42333.60761,2.399794,2.027,2.587408,2.456138,1.389663,,
42333.60761,2.404825,2.028,2.587408,2.456138,1.389663,,
42333.60761,2.404825,2.029,2.587408,2.451109,1.384634,,
42333.60761,2.404825,2.03,2.597479,2.44608,1.384634,,
42333.60761,2.404825,2.031,2.597479,2.44608,1.389663,,
42333.60761,2.404825,2.032,2.592444,2.44608,1.384634,,
42333.60761,2.404825,2.033,2.597479,2.441051,1.384634,,
42333.60761,2.394762,2.034,2.587408,2.456138,1.384634,,
42333.60761,2.399794,2.035,2.582372,2.451109,1.384634,,
42333.60761,2.394762,2.036,2.587408,2.451109,1.384634,,
42333.60761,2.394762,2.037,2.602515,2.44608,1.394692,,
42333.60761,2.404825,2.038,2.597479,2.44608,1.384634,,
42333.60761,2.404825,2.039,2.592444,2.451109,1.384634,,
42333.60761,2.399794,2.04,2.597479,2.451109,1.384634,,
42333.60761,2.384699,2.041,2.572301,2.461167,1.379605,,
42333.60761,2.414889,2.042,2.592444,2.461167,1.384634,,
42333.60761,2.414889,2.043,2.607551,2.44608,1.389663,,
42333.60761,2.424952,2.044,2.627694,2.430993,1.389663,,
42333.60761,2.404825,2.045,2.622658,2.425964,1.389663,,
42333.60761,2.399794,2.046,2.592444,2.44608,1.384634,,
42333.60761,2.409857,2.047,2.592444,2.451109,1.389663,,
42333.60761,2.404825,2.048,2.587408,2.451109,1.379605,,
42333.60761,2.399794,2.049,2.602515,2.441051,1.389663,,
42333.60761,2.409857,2.05,2.607551,2.44608,1.394692,,
42333.60761,2.404825,2.051,2.592444,2.451109,1.379605,,
42333.60761,2.404825,2.052,2.577336,2.466196,1.394692,,
42333.60761,2.399794,2.053,2.582372,2.461167,1.384634,,
42333.60761,2.409857,2.054,2.582372,2.451109,1.384634,,
42333.60761,2.394762,2.055,2.607551,2.441051,1.389663,,
42333.60761,2.394762,2.056,2.617622,2.44608,1.394692,,
42333.60761,2.399794,2.057,2.607551,2.44608,1.389663,,
42333.60761,2.409857,2.058,2.592444,2.456138,1.384634,,
42333.60761,2.414889,2.059,2.582372,2.456138,1.389663,,
42333.60761,2.404825,2.06,2.587408,2.461167,1.384634,,
42333.60761,2.409857,2.061,2.592444,2.451109,1.384634,,
42333.60761,2.404825,2.062,2.607551,2.441051,1.384634,,
42333.60761,2.394762,2.063,2.602515,2.44608,1.379605,,
42333.60761,2.404825,2.064,2.587408,2.461167,1.384634,,
42333.60761,2.404825,2.065,2.587408,2.451109,1.389663,,
42333.60761,2.404825,2.066,2.582372,2.451109,1.389663,,
42333.60761,2.399794,2.067,2.592444,2.44608,1.384634,,
42333.60761,2.404825,2.068,2.597479,2.441051,1.384634,,
42333.60761,2.414889,2.069,2.597479,2.44608,1.384634,,
42333.60761,2.404825,2.07,2.597479,2.44608,1.374576,,
42333.60761,2.409857,2.071,2.592444,2.451109,1.389663,,
42333.60761,2.414889,2.072,2.597479,2.451109,1.379605,,
42333.60761,2.409857,2.073,2.597479,2.451109,1.384634,,
42333.60761,2.399794,2.074,2.592444,2.456138,1.389663,,
42333.60761,2.399794,2.075,2.602515,2.456138,1.394692,,
42333.60761,2.394762,2.076,2.592444,2.456138,1.389663,,
42333.60761,2.394762,2.077,2.577336,2.461167,1.389663,,
42333.60761,2.409857,2.078,2.587408,2.451109,1.384634,,
42333.60761,2.409857,2.079,2.597479,2.456138,1.379605,,
42333.60761,2.404825,2.08,2.602515,2.441051,1.384634,,
42333.60761,2.409857,2.081,2.602515,2.441051,1.394692,,
42333.60761,2.404825,2.082,2.602515,2.441051,1.389663,,
42333.60761,2.404825,2.083,2.597479,2.441051,1.379605,,
42333.60761,2.394762,2.084,2.592444,2.44608,1.379605,,
42333.60761,2.394762,2.085,2.592444,2.451109,1.384634,,
42333.60761,2.394762,2.086,2.592444,2.451109,1.389663,,
42333.60761,2.399794,2.087,2.592444,2.451109,1.394692,,
42333.60761,2.399794,2.088,2.592444,2.44608,1.384634,,
42333.60761,2.404825,2.089,2.597479,2.441051,1.384634,,
42333.60761,2.38973,2.09,2.582372,2.451109,1.379605,,
42333.60761,2.384699,2.091,2.572301,2.471225,1.379605,,
42333.60761,2.409857,2.092,2.622658,2.456138,1.384634,,
42333.60761,2.41992,2.093,2.627694,2.425964,1.379605,,
42333.60761,2.435016,2.094,2.627694,2.430993,1.384634,,
42333.60761,2.394762,2.095,2.592444,2.451109,1.384634,,
42333.60761,2.404825,2.096,2.582372,2.451109,1.384634,,
42333.60761,2.399794,2.097,2.587408,2.461167,1.384634,,
42333.60761,2.38973,2.098,2.592444,2.441051,1.379605,,
42333.60761,2.38973,2.099,2.612587,2.441051,1.379605,,
42333.60761,2.399794,2.1,2.607551,2.44608,1.384634,,
42333.60761,2.409857,2.101,2.577336,2.461167,1.389663,,
42333.60761,2.404825,2.102,2.582372,2.456138,1.389663,,
42333.60761,2.404825,2.103,2.587408,2.456138,1.384634,,
42333.60761,2.414889,2.104,2.597479,2.451109,1.384634,,
42333.60761,2.409857,2.105,2.607551,2.441051,1.379605,,
42333.60761,2.394762,2.106,2.617622,2.44608,1.389663,,
42333.60761,2.394762,2.107,2.597479,2.451109,1.384634,,
42333.60761,2.394762,2.108,2.572301,2.461167,1.384634,,
42333.60761,2.394762,2.109,2.577336,2.456138,1.379605,,
42333.60761,2.404825,2.11,2.587408,2.451109,1.379605,,
42333.60761,2.404825,2.111,2.592444,2.44608,1.379605,,
42333.60761,2.394762,2.112,2.597479,2.44608,1.394692,,
42333.60761,2.394762,2.113,2.607551,2.441051,1.384634,,
42333.60761,2.399794,2.114,2.597479,2.44608,1.384634,,
42333.60761,2.404825,2.115,2.592444,2.44608,1.384634,,
42333.60761,2.399794,2.116,2.592444,2.44608,1.389663,,
42333.60761,2.404825,2.117,2.597479,2.44608,1.389663,,
42333.60761,2.399794,2.118,2.592444,2.44608,1.394692,,
42333.60761,2.394762,2.119,2.582372,2.451109,1.379605,,
42333.60761,2.394762,2.12,2.587408,2.451109,1.389663,,
42333.60761,2.404825,2.121,2.597479,2.44608,1.379605,,
42333.60761,2.399794,2.122,2.602515,2.441051,1.379605,,
42333.60761,2.38973,2.123,2.592444,2.44608,1.379605,,
42333.60761,2.399794,2.124,2.597479,2.451109,1.389663,,
42333.60761,2.409857,2.125,2.612587,2.44608,1.389663,,
42333.60761,2.399794,2.126,2.592444,2.456138,1.384634,,
42333.60761,2.399794,2.127,2.587408,2.456138,1.379605,,
42333.60761,2.414889,2.128,2.592444,2.451109,1.384634,,
42333.60761,2.414889,2.129,2.587408,2.441051,1.384634,,
42333.60761,2.404825,2.13,2.597479,2.441051,1.384634,,
42333.60761,2.404825,2.131,2.602515,2.451109,1.389663,,
42333.60761,2.399794,2.132,2.607551,2.441051,1.384634,,
42333.60761,2.394762,2.133,2.592444,2.451109,1.389663,,
42333.60761,2.394762,2.134,2.592444,2.441051,1.384634,,
42333.60761,2.399794,2.135,2.597479,2.44608,1.384634,,
42333.60761,2.394762,2.136,2.597479,2.441051,1.384634,,
42333.60761,2.399794,2.137,2.587408,2.451109,1.389663,,
42333.60761,2.404825,2.138,2.592444,2.44608,1.379605,,
42333.60761,2.409857,2.139,2.602515,2.44608,1.384634,,
42333.60761,2.38973,2.14,2.582372,2.451109,1.389663,,
42333.60761,2.404825,2.141,2.582372,2.451109,1.384634,,
42333.60761,2.414889,2.142,2.607551,2.451109,1.384634,,
42333.60761,2.414889,2.143,2.627694,2.436022,1.394692,,
42333.60761,2.409857,2.144,2.627694,2.436022,1.384634,,
42333.60761,2.399794,2.145,2.597479,2.44608,1.389663,,
42333.60761,2.414889,2.146,2.587408,2.461167,1.389663,,
42333.60761,2.399794,2.147,2.572301,2.451109,1.384634,,
42333.60761,2.404825,2.148,2.592444,2.44608,1.379605,,
42333.60761,2.394762,2.149,2.602515,2.44608,1.389663,,
42333.60761,2.399794,2.15,2.602515,2.461167,1.394692,,
42333.60761,2.399794,2.151,2.587408,2.461167,1.384634,,
42333.60761,2.399794,2.152,2.582372,2.466196,1.379605,,
42333.60761,2.404825,2.153,2.587408,2.451109,1.384634,,
42333.60761,2.404825,2.154,2.597479,2.44608,1.379605,,
42333.60761,2.399794,2.155,2.607551,2.425964,1.384634,,
42333.60761,2.394762,2.156,2.602515,2.451109,1.389663,,
42333.60761,2.399794,2.157,2.597479,2.44608,1.384634,,
42333.60761,2.409857,2.158,2.587408,2.461167,1.384634,,
42333.60761,2.41992,2.159,2.577336,2.451109,1.389663,,
42333.60761,2.414889,2.16,2.587408,2.456138,1.394692,,
42333.60761,2.414889,2.161,2.607551,2.441051,1.384634,,
42333.60761,2.409857,2.162,2.607551,2.436022,1.394692,,
42333.60761,2.394762,2.163,2.602515,2.451109,1.389663,,
42333.60761,2.394762,2.164,2.592444,2.44608,1.384634,,
42333.60761,2.399794,2.165,2.592444,2.44608,1.389663,,
42333.60761,2.399794,2.166,2.592444,2.456138,1.384634,,
42333.60761,2.399794,2.167,2.597479,2.451109,1.379605,,
42333.60761,2.409857,2.168,2.597479,2.456138,1.384634,,
42333.60761,2.409857,2.169,2.602515,2.451109,1.389663,,
42333.60761,2.404825,2.17,2.592444,2.466196,1.379605,,
42333.60761,2.399794,2.171,2.587408,2.451109,1.384634,,
42333.60762,2.404825,2.172,2.592444,2.44608,1.379605,,
42333.60762,2.404825,2.173,2.587408,2.451109,1.379605,,
42333.60762,2.404825,2.174,2.592444,2.451109,1.384634,,
42333.60762,2.399794,2.175,2.602515,2.456138,1.389663,,
42333.60762,2.394762,2.176,2.597479,2.451109,1.384634,,
42333.60762,2.399794,2.177,2.592444,2.456138,1.389663,,
42333.60762,2.409857,2.178,2.587408,2.44608,1.389663,,
42333.60762,2.409857,2.179,2.592444,2.44608,1.379605,,
42333.60762,2.409857,2.18,2.607551,2.44608,1.384634,,
42333.60762,2.404825,2.181,2.597479,2.441051,1.389663,,
42333.60762,2.409857,2.182,2.607551,2.441051,1.389663,,
42333.60762,2.399794,2.183,2.597479,2.44608,1.384634,,
42333.60762,2.38973,2.184,2.587408,2.451109,1.384634,,
42333.60762,2.394762,2.185,2.597479,2.456138,1.379605,,
42333.60762,2.394762,2.186,2.587408,2.451109,1.379605,,
42333.60762,2.399794,2.187,2.587408,2.451109,1.394692,,
42333.60762,2.409857,2.188,2.587408,2.451109,1.389663,,
42333.60762,2.409857,2.189,2.602515,2.451109,1.389663,,
42333.60762,2.399794,2.19,2.582372,2.461167,1.379605,,
42333.60762,2.41992,2.191,2.612587,2.451109,1.384634,,
42333.60762,2.404825,2.192,2.612587,2.441051,1.379605,,
42333.60762,2.41992,2.193,2.63273,2.441051,1.389663,,
42333.60762,2.409857,2.194,2.612587,2.456138,1.384634,,
42333.60762,2.399794,2.195,2.582372,2.471225,1.384634,,
42333.60762,2.399794,2.196,2.597479,2.466196,1.384634,,
42333.60762,2.38973,2.197,2.582372,2.451109,1.389663,,
42333.60762,2.399794,2.198,2.602515,2.451109,1.384634,,
42333.60762,2.404825,2.199,2.607551,2.441051,1.379605,,
42333.60762,2.404825,2.2,2.592444,2.456138,1.389663,,
42333.60762,2.409857,2.201,2.592444,2.451109,1.384634,,
42333.60762,2.409857,2.202,2.592444,2.451109,1.384634,,
42333.60762,2.409857,2.203,2.592444,2.441051,1.379605,,
42333.60762,2.394762,2.204,2.592444,2.441051,1.379605,,
42333.60762,2.394762,2.205,2.602515,2.441051,1.389663,,
42333.60762,2.394762,2.206,2.607551,2.44608,1.399721,,
42333.60762,2.394762,2.207,2.592444,2.44608,1.384634,,
42333.60762,2.409857,2.208,2.592444,2.456138,1.389663,,
42333.60762,2.41992,2.209,2.592444,2.456138,1.384634,,
42333.60762,2.409857,2.21,2.592444,2.461167,1.379605,,
42333.60762,2.409857,2.211,2.602515,2.44608,1.384634,,
42333.60762,2.404825,2.212,2.612587,2.44608,1.394692,,
42333.60762,2.38973,2.213,2.597479,2.451109,1.384634,,
42333.60762,2.394762,2.214,2.592444,2.451109,1.379605,,
42333.60762,2.394762,2.215,2.602515,2.466196,1.389663,,
42333.60762,2.399794,2.216,2.592444,2.456138,1.384634,,
42333.60762,2.404825,2.217,2.597479,2.451109,1.384634,,
42333.60762,2.409857,2.218,2.602515,2.451109,1.389663,,
42333.60762,2.404825,2.219,2.607551,2.441051,1.384634,,
42333.60762,2.409857,2.22,2.597479,2.441051,1.384634,,
42333.60762,2.414889,2.221,2.602515,2.44608,1.384634,,
42333.60762,2.409857,2.222,2.597479,2.451109,1.389663,,
42333.60762,2.414889,2.223,2.592444,2.44608,1.384634,,
42333.60762,2.394762,2.224,2.592444,2.451109,1.389663,,
42333.60762,2.394762,2.225,2.597479,2.451109,1.389663,,
42333.60762,2.399794,2.226,2.597479,2.461167,1.379605,,
42333.60762,2.399794,2.227,2.587408,2.461167,1.384634,,
42333.60762,2.404825,2.228,2.592444,2.461167,1.384634,,
42333.60762,2.404825,2.229,2.587408,2.44608,1.384634,,
42333.60762,2.409857,2.23,2.602515,2.441051,1.379605,,
42333.60762,2.409857,2.231,2.602515,2.441051,1.384634,,
42333.60762,2.404825,2.232,2.602515,2.451109,1.389663,,
42333.60762,2.404825,2.233,2.592444,2.456138,1.384634,,
42333.60762,2.404825,2.234,2.592444,2.451109,1.389663,,
42333.60762,2.399794,2.235,2.587408,2.44608,1.379605,,
42333.60762,2.394762,2.236,2.592444,2.451109,1.379605,,
42333.60762,2.394762,2.237,2.597479,2.451109,1.394692,,
42333.60762,2.409857,2.238,2.597479,2.44608,1.384634,,
42333.60762,2.394762,2.239,2.582372,2.451109,1.384634,,
42333.60762,2.399794,2.24,2.577336,2.461167,1.379605,,
42333.60762,2.41992,2.241,2.607551,2.451109,1.379605,,
42333.60762,2.429984,2.242,2.627694,2.441051,1.384634,,
42333.60762,2.429984,2.243,2.63273,2.436022,1.389663,,
42333.60762,2.409857,2.244,2.597479,2.451109,1.384634,,
42333.60762,2.41992,2.245,2.577336,2.461167,1.394692,,
42333.60762,2.399794,2.246,2.587408,2.471225,1.384634,,
42333.60762,2.394762,2.247,2.597479,2.44608,1.384634,,
42333.60762,2.384699,2.248,2.602515,2.441051,1.389663,,
42333.60762,2.38973,2.249,2.607551,2.441051,1.384634,,
42333.60762,2.399794,2.25,2.592444,2.456138,1.389663,,
42333.60762,2.399794,2.251,2.582372,2.461167,1.384634,,
42333.60762,2.404825,2.252,2.592444,2.456138,1.389663,,
42333.60762,2.409857,2.253,2.592444,2.461167,1.384634,,
42333.60762,2.404825,2.254,2.597479,2.451109,1.389663,,
42333.60762,2.404825,2.255,2.602515,2.436022,1.389663,,
42333.60762,2.394762,2.256,2.602515,2.451109,1.389663,,
42333.60762,2.399794,2.257,2.587408,2.456138,1.384634,,
42333.60762,2.404825,2.258,2.592444,2.456138,1.384634,,
42333.60762,2.399794,2.259,2.592444,2.451109,1.389663,,
42333.60762,2.404825,2.26,2.597479,2.451109,1.384634,,
42333.60762,2.404825,2.261,2.607551,2.44608,1.389663,,
42333.60762,2.404825,2.262,2.602515,2.456138,1.394692,,
42333.60762,2.414889,2.263,2.592444,2.451109,1.379605,,
42333.60762,2.409857,2.264,2.597479,2.451109,1.394692,,
42333.60762,2.409857,2.265,2.597479,2.44608,1.389663,,
42333.60762,2.394762,2.266,2.597479,2.451109,1.384634,,
42333.60762,2.404825,2.267,2.602515,2.44608,1.379605,,
42333.60762,2.409857,2.268,2.607551,2.44608,1.394692,,
42333.60762,2.404825,2.269,2.597479,2.461167,1.389663,,
42333.60762,2.404825,2.27,2.587408,2.451109,1.389663,,
42333.60762,2.404825,2.271,2.597479,2.44608,1.379605,,
42333.60762,2.404825,2.272,2.607551,2.44608,1.379605,,
42333.60762,2.409857,2.273,2.597479,2.451109,1.389663,,
42333.60762,2.399794,2.274,2.597479,2.451109,1.384634,,
42333.60762,2.404825,2.275,2.607551,2.456138,1.389663,,
42333.60762,2.394762,2.276,2.597479,2.456138,1.379605,,
42333.60762,2.399794,2.277,2.587408,2.456138,1.379605,,
42333.60762,2.399794,2.278,2.597479,2.451109,1.384634,,
42333.60762,2.409857,2.279,2.597479,2.44608,1.384634,,
42333.60762,2.404825,2.28,2.592444,2.44608,1.394692,,
42333.60762,2.404825,2.281,2.592444,2.44608,1.394692,,
42333.60762,2.404825,2.282,2.602515,2.44608,1.384634,,
42333.60762,2.404825,2.283,2.587408,2.44608,1.384634,,
42333.60762,2.399794,2.284,2.592444,2.451109,1.374576,,
42333.60762,2.384699,2.285,2.597479,2.451109,1.384634,,
42333.60762,2.399794,2.286,2.597479,2.456138,1.384634,,
42333.60762,2.404825,2.287,2.592444,2.44608,1.389663,,
42333.60762,2.409857,2.288,2.597479,2.430993,1.374576,,
42333.60762,2.38973,2.289,2.572301,2.451109,1.379605,,
42333.60762,2.399794,2.29,2.587408,2.461167,1.384634,,
42333.60762,2.404825,2.291,2.602515,2.436022,1.384634,,
42333.60762,2.41992,2.292,2.622658,2.436022,1.379605,,
42333.60762,2.41992,2.293,2.627694,2.436022,1.379605,,
42333.60762,2.409857,2.294,2.587408,2.451109,1.379605,,
42333.60762,2.409857,2.295,2.582372,2.461167,1.379605,,
42333.60762,2.399794,2.296,2.582372,2.461167,1.389663,,
42333.60762,2.38973,2.297,2.597479,2.451109,1.389663,,
42333.60762,2.38973,2.298,2.607551,2.436022,1.389663,,
42333.60762,2.394762,2.299,2.592444,2.441051,1.384634,,
42333.60762,2.404825,2.3,2.592444,2.461167,1.389663,,
42333.60762,2.404825,2.301,2.582372,2.456138,1.384634,,
42333.60762,2.404825,2.302,2.592444,2.451109,1.384634,,
