TheTime,AIN0,,AIN1,AIN2,AIN3,,AVERAGE,AIN1,TIME,a
42333.62092,2.38973,6.741,2.688123,2.305268,1.384634,,,,,
42333.62092,2.414889,6.742,2.642801,2.355558,1.379605,,,,,
42333.62092,2.41992,6.743,2.567265,2.405848,1.384634,,,,,
42333.62092,2.424952,6.744,2.698195,2.385732,1.394692,,,,,
42333.62092,2.394762,6.745,2.70323,2.370645,1.379605,,,,,
42333.62092,2.399794,6.746,2.572301,2.430993,1.389663,,,,,
42333.62092,2.394762,6.747,2.582372,2.486312,1.379605,,,,,
42333.62092,2.369603,6.748,2.496764,2.511457,1.399721,,,,,
42333.62092,2.394762,6.749,2.526979,2.516486,1.384634,,,,,
42333.62092,2.404825,6.75,2.572301,2.501399,1.389663,,,,,
42333.62092,2.344445,6.751,2.552158,2.491341,1.384634,,,,,
42333.62092,2.369603,6.752,2.572301,2.476254,1.374576,,,,,
42333.62092,2.334382,6.753,2.582372,2.476254,1.384634,,,,,
42333.62092,2.394762,6.754,2.592444,2.466196,1.389663,,,,,
42333.62092,2.379667,6.755,2.562229,2.471225,1.384634,,,,,
42333.62092,2.399794,6.756,2.582372,2.481283,1.384634,,,,,
42333.62092,2.440047,6.757,2.587408,2.481283,1.379605,,,,,
42333.62092,2.35954,6.758,2.53705,2.511457,1.389663,,,,,
42333.62092,2.424952,6.759,2.567265,2.526544,1.389663,,,,,
42333.62092,2.429984,6.76,2.587408,2.511457,1.384634,,,,,
42333.62092,2.424952,6.761,2.577336,2.516486,1.389663,,,,,
42333.62092,2.465206,6.762,2.597479,2.506428,1.384634,,,,,
42333.62092,2.435016,6.763,2.592444,2.481283,1.389663,,,,,
42333.62092,2.495396,6.764,2.622658,2.456138,1.384634,,,,,
42333.62092,2.445079,6.765,2.662944,2.430993,1.389663,,,,,
42333.62092,2.399794,6.766,2.637765,2.420935,1.389663,,,,,
42333.62092,2.435016,6.767,2.627694,2.415906,1.374576,,,,,
42333.62092,2.38973,6.768,2.617622,2.420935,1.384634,,,,,
42333.62092,2.38973,6.769,2.622658,2.415906,1.394692,,,,,
42333.62092,2.344445,6.77,2.572301,2.39579,1.379605,,,,,
42333.62092,2.349477,6.771,2.587408,2.360587,1.389663,,,,,
42333.62092,2.379667,6.772,2.66798,2.320355,1.384634,,,,,
42333.62092,2.344445,6.773,2.607551,2.340471,1.379605,,,,,
42333.62092,2.440047,6.774,2.627694,2.400819,1.384634,,,,,
42333.62092,2.414889,6.775,2.53705,2.456138,1.394692,,,,,
42333.62092,2.354508,6.776,2.526979,2.486312,1.384634,,,,,
42333.62092,2.424952,6.777,2.562229,2.516486,1.389663,,,,,
42333.62092,2.404825,6.778,2.557193,2.526544,1.369547,,,,,
42333.62092,2.384699,6.779,2.577336,2.536602,1.384634,,,,,
42333.62092,2.38973,6.78,2.552158,2.54666,1.384634,,,,,
42333.62092,2.424952,6.781,2.552158,2.536602,1.379605,,,,,
42333.62092,2.41992,6.782,2.577336,2.501399,1.384634,,,,,
42333.62092,2.409857,6.783,2.587408,2.481283,1.384634,,,,,
42333.62092,2.455142,6.784,2.607551,2.471225,1.389663,,,,,
42333.62092,2.450111,6.785,2.647837,2.451109,1.384634,,,,,
42333.62092,2.429984,6.786,2.592444,2.456138,1.389663,,,,,
42333.62092,2.429984,6.787,2.577336,2.410877,1.389663,,,,,
42333.62092,2.38973,6.788,2.688123,2.390761,1.389663,,,,,
42333.62092,2.38973,6.789,2.718338,2.365616,1.379605,,,,,
42333.62092,2.379667,6.79,2.582372,2.3455,1.389663,,,,,
42333.62092,2.394762,6.791,2.642801,2.310297,1.379605,,,,,
42333.62092,2.445079,6.792,2.718338,2.340471,1.384634,,,,,
42333.62092,2.445079,6.793,2.562229,2.385732,1.379605,,,,,
42333.62092,2.424952,6.794,2.70323,2.3455,1.389663,,,,,
42333.62092,2.41992,6.795,2.738481,2.335442,1.379605,,,,,
42333.62092,2.38973,6.796,2.572301,2.405848,1.384634,,,,,
42333.62092,2.38973,6.797,2.587408,2.471225,1.384634,,,,,
42333.62092,2.384699,6.798,2.491729,2.506428,1.379605,,,,,
42333.62092,2.399794,6.799,2.53705,2.511457,1.384634,,,,,
42333.62092,2.399794,6.8,2.567265,2.506428,1.394692,,,,,
42333.62092,2.349477,6.801,2.557193,2.49637,1.384634,,,,,
42333.62092,2.354508,6.802,2.572301,2.49637,1.389663,,,,,
42333.62092,2.38973,6.803,2.592444,2.49637,1.389663,,,,,
42333.62092,2.399794,6.804,2.572301,2.491341,1.379605,,,,,
42333.62092,2.384699,6.805,2.562229,2.471225,1.384634,,,,,
42333.62092,2.399794,6.806,2.587408,2.486312,1.384634,,,,,
42333.62092,2.409857,6.807,2.567265,2.486312,1.389663,,,,,
42333.62092,2.384699,6.808,2.567265,2.511457,1.384634,,,,,
42333.62092,2.414889,6.809,2.587408,2.506428,1.384634,,,,,
42333.62092,2.414889,6.81,2.597479,2.501399,1.389663,,,,,
42333.62092,2.440047,6.811,2.572301,2.521515,1.384634,,,,,
42333.62092,2.455142,6.812,2.557193,2.526544,1.389663,,,,,
42333.62092,2.445079,6.813,2.587408,2.501399,1.394692,,,,,
42333.62092,2.475269,6.814,2.612587,2.471225,1.379605,,,,,
42333.62092,2.404825,6.815,2.652873,2.436022,1.384634,,,,,
42333.62092,2.41992,6.816,2.657908,2.436022,1.384634,,,,,
42333.62092,2.414889,6.817,2.66798,2.410877,1.379605,,,,,
42333.62092,2.374635,6.818,2.617622,2.405848,1.384634,,,,,
42333.62092,2.399794,6.819,2.637765,2.405848,1.389663,,,,,
42333.62092,2.384699,6.82,2.572301,2.410877,1.384634,,,,,
42333.62092,2.38973,6.821,2.521943,2.390761,1.384634,,,,,
42333.62092,2.344445,6.822,2.642801,2.350529,1.379605,,,,,
42333.62092,2.314255,6.823,2.622658,2.330413,1.384634,,,,,
42333.62092,2.414889,6.824,2.627694,2.390761,1.389663,,,,,
42333.62092,2.394762,6.825,2.542086,2.471225,1.394692,,,,,
42333.62092,2.394762,6.826,2.521943,2.491341,1.384634,,,,,
42333.62092,2.440047,6.827,2.577336,2.511457,1.384634,,,,,
42333.62092,2.414889,6.828,2.622658,2.501399,1.384634,,,,,
42333.62092,2.404825,6.829,2.602515,2.531573,1.384634,,,,,
42333.62092,2.440047,6.83,2.532015,2.551689,1.384634,,,,,
42333.62092,2.394762,6.831,2.521943,2.541631,1.374576,,,,,
42333.62092,2.399794,6.832,2.592444,2.506428,1.379605,,,,,
42333.62092,2.414889,6.833,2.607551,2.476254,1.384634,,,,,
42333.62092,2.424952,6.834,2.63273,2.44608,1.394692,,,,,
42333.62092,2.440047,6.835,2.627694,2.466196,1.384634,,,,,
42333.62092,2.460174,6.836,2.592444,2.451109,1.389663,,,,,
42333.62092,2.424952,6.837,2.592444,2.420935,1.389663,,,,,
42333.62092,2.41992,6.838,2.688123,2.39579,1.389663,,,,,
42333.62092,2.35954,6.839,2.662944,2.380703,1.389663,,,,,
42333.62092,2.374635,6.84,2.582372,2.370645,1.384634,,,,,
42333.62092,2.384699,6.841,2.698195,2.320355,1.389663,,,,,
42333.62092,2.409857,6.842,2.673016,2.335442,1.384634,,,,,
42333.62092,2.440047,6.843,2.577336,2.385732,1.384634,,,,,
42333.62092,2.429984,6.844,2.738481,2.325384,1.389663,,,,,
42333.62092,2.424952,6.845,2.688123,2.340471,1.379605,,,,,
42333.62092,2.399794,6.846,2.582372,2.400819,1.379605,,,,,
42333.62092,2.38973,6.847,2.582372,2.471225,1.379605,,,,,
42333.62092,2.38973,6.848,2.516907,2.506428,1.384634,,,,,
42333.62092,2.384699,6.849,2.557193,2.506428,1.374576,,,,,
42333.62092,2.38973,6.85,2.557193,2.511457,1.394692,,,,,
42333.62092,2.354508,6.851,2.547122,2.501399,1.389663,,,,,
42333.62092,2.35954,6.852,2.577336,2.486312,1.384634,,,,,
42333.62092,2.364572,6.853,2.592444,2.476254,1.384634,,,,,
42333.62092,2.384699,6.854,2.597479,2.476254,1.394692,,,,,
42333.62092,2.404825,6.855,2.597479,2.466196,1.384634,,,,,
42333.62092,2.374635,6.856,2.582372,2.476254,1.384634,,,,,
42333.62092,2.409857,6.857,2.567265,2.501399,1.394692,,,,,
42333.62092,2.38973,6.858,2.552158,2.506428,1.389663,,,,,
42333.62092,2.394762,6.859,2.577336,2.511457,1.379605,,,,,
42333.62092,2.409857,6.86,2.587408,2.521515,1.389663,,,,,
42333.62092,2.435016,6.861,2.572301,2.531573,1.389663,,,,,
42333.62092,2.445079,6.862,2.592444,2.526544,1.384634,,,,,
42333.62092,2.460174,6.863,2.602515,2.49637,1.389663,,,,,
42333.62092,2.480301,6.864,2.627694,2.461167,1.379605,,,,,
42333.62092,2.424952,6.865,2.647837,2.451109,1.379605,,,,,
42333.62092,2.424952,6.866,2.622658,2.436022,1.384634,,,,,
42333.62092,2.399794,6.867,2.622658,2.425964,1.384634,,,,,
42333.62092,2.394762,6.868,2.637765,2.415906,1.384634,,,,,
42333.62092,2.384699,6.869,2.652873,2.390761,1.384634,,,,,
42333.62092,2.374635,6.87,2.572301,2.400819,1.384634,,,,,
42333.62092,2.384699,6.871,2.521943,2.39579,1.379605,,,,,
42333.62092,2.339413,6.872,2.617622,2.340471,1.389663,,,,,
42333.62092,2.379667,6.873,2.627694,2.335442,1.389663,,,,,
42333.62092,2.409857,6.874,2.627694,2.390761,1.389663,,,,,
42333.62092,2.379667,6.875,2.552158,2.441051,1.389663,,,,,
42333.62092,2.394762,6.876,2.526979,2.491341,1.384634,,,,,
42333.62092,2.429984,6.877,2.547122,2.511457,1.389663,,,,,
42333.62092,2.394762,6.878,2.597479,2.506428,1.389663,,,,,
42333.62092,2.409857,6.879,2.617622,2.516486,1.384634,,,,,
42333.62092,2.429984,6.88,2.532015,2.54666,1.384634,,,,,
42333.62092,2.414889,6.881,2.542086,2.536602,1.384634,,,,,
42333.62092,2.38973,6.882,2.572301,2.511457,1.379605,,,,,
42333.62092,2.41992,6.883,2.587408,2.486312,1.379605,,,,,
42333.62092,2.424952,6.884,2.607551,2.471225,1.389663,,,,,
42333.62092,2.435016,6.885,2.63273,2.456138,1.374576,,,,,
42333.62092,2.440047,6.886,2.622658,2.44608,1.389663,,,,,
42333.62092,2.440047,6.887,2.607551,2.400819,1.379605,,,,,
42333.62092,2.409857,6.888,2.718338,2.375674,1.389663,,,,,
42333.62092,2.374635,6.889,2.657908,2.340471,1.384634,,,,,
42333.62092,2.404825,6.89,2.592444,2.320355,1.384634,,,,,
42333.62092,2.384699,6.891,2.713302,2.315325,1.379605,,,,,
42333.62092,2.414889,6.892,2.607551,2.385732,1.379605,,,,,
42333.62092,2.424952,6.893,2.587408,2.390761,1.389663,,,,,
42333.62092,2.409857,6.894,2.738481,2.3455,1.384634,,,,,
42333.62092,2.404825,6.895,2.66798,2.355558,1.384634,,,,,
42333.62092,2.38973,6.896,2.577336,2.405848,1.384634,,,,,
42333.62092,2.409857,6.897,2.577336,2.476254,1.389663,,,,,
42333.62092,2.384699,6.898,2.5018,2.511457,1.389663,,,,,
42333.62092,2.399794,6.899,2.53705,2.516486,1.394692,,,,,
42333.62092,2.399794,6.9,2.562229,2.521515,1.394692,,,,,
42333.62092,2.369603,6.901,2.562229,2.506428,1.379605,,,,,
42333.62092,2.379667,6.902,2.572301,2.49637,1.384634,,,,,
42333.62092,2.369603,6.903,2.562229,2.49637,1.379605,,,,,
42333.62092,2.38973,6.904,2.572301,2.466196,1.389663,,,,,
42333.62092,2.38973,6.905,2.592444,2.451109,1.394692,,,,,
42333.62092,2.394762,6.906,2.607551,2.476254,1.384634,,,,,
42333.62092,2.414889,6.907,2.552158,2.491341,1.384634,,,,,
42333.62092,2.399794,6.908,2.562229,2.516486,1.389663,,,,,
42333.62092,2.409857,6.909,2.577336,2.521515,1.389663,,,,,
42333.62092,2.409857,6.91,2.572301,2.526544,1.384634,,,,,
42333.62092,2.429984,6.911,2.562229,2.536602,1.384634,,,,,
42333.62092,2.450111,6.912,2.572301,2.516486,1.384634,,,,,
42333.62092,2.460174,6.913,2.617622,2.491341,1.389663,,,,,
42333.62092,2.465206,6.914,2.63273,2.441051,1.384634,,,,,
42333.62092,2.440047,6.915,2.66798,2.425964,1.384634,,,,,
42333.62092,2.41992,6.916,2.627694,2.420935,1.394692,,,,,
42333.62092,2.424952,6.917,2.622658,2.430993,1.379605,,,,,
42333.62092,2.394762,6.918,2.63273,2.425964,1.379605,,,,,
42333.62092,2.399794,6.919,2.652873,2.415906,1.389663,,,,,
42333.62092,2.379667,6.92,2.587408,2.410877,1.384634,,,,,
42333.62092,2.364572,6.921,2.521943,2.39579,1.384634,,,,,
42333.62092,2.32935,6.922,2.622658,2.350529,1.384634,,,,,
42333.62092,2.379667,6.923,2.63273,2.335442,1.379605,,,,,
42333.62092,2.404825,6.924,2.617622,2.390761,1.379605,,,,,
42333.62092,2.369603,6.925,2.547122,2.451109,1.384634,,,,,
42333.62092,2.41992,6.926,2.532015,2.501399,1.394692,,,,,
42333.62092,2.429984,6.927,2.557193,2.516486,1.384634,,,,,
42333.62092,2.399794,6.928,2.597479,2.49637,1.384634,,,,,
42333.62092,2.424952,6.929,2.597479,2.531573,1.384634,,,,,
42333.62092,2.435016,6.93,2.532015,2.551689,1.384634,,,,,
42333.62092,2.399794,6.931,2.552158,2.541631,1.384634,,,,,
42333.62092,2.38973,6.932,2.567265,2.511457,1.389663,,,,,
42333.62092,2.445079,6.933,2.612587,2.471225,1.389663,,,,,
42333.62092,2.409857,6.934,2.66798,2.441051,1.389663,,,,,
42333.62092,2.435016,6.935,2.592444,2.471225,1.379605,,,,,
42333.62092,2.445079,6.936,2.572301,2.466196,1.384634,,,,,
42333.62092,2.404825,6.937,2.602515,2.400819,1.389663,,,,,
42333.62092,2.424952,6.938,2.748552,2.340471,1.399721,,,,,
42333.62092,2.364572,6.939,2.698195,2.325384,1.389663,,,,,
42333.62092,2.394762,6.94,2.53705,2.335442,1.384634,,,,,
42333.62092,2.38973,6.941,2.688123,2.315325,1.374576,,,,,
42333.62092,2.429984,6.942,2.66798,2.360587,1.384634,,,,,
42333.62092,2.450111,6.943,2.577336,2.39579,1.389663,,,,,
42333.62092,2.424952,6.944,2.728409,2.355558,1.389663,,,,,
42333.62092,2.404825,6.945,2.652873,2.39579,1.379605,,,,,
42333.62092,2.384699,6.946,2.557193,2.44608,1.384634,,,,,
42333.62092,2.38973,6.947,2.547122,2.49637,1.379605,,,,,
42333.62092,2.394762,6.948,2.506836,2.516486,1.389663,,,,,
42333.62092,2.38973,6.949,2.552158,2.521515,1.394692,,,,,
42333.62092,2.394762,6.95,2.567265,2.49637,1.389663,,,,,
42333.62092,2.384699,6.951,2.587408,2.481283,1.379605,,,,,
42333.62092,2.35954,6.952,2.567265,2.486312,1.384634,,,,,
42333.62092,2.384699,6.953,2.597479,2.476254,1.389663,,,,,
42333.62092,2.379667,6.954,2.577336,2.471225,1.384634,,,,,
42333.62092,2.394762,6.955,2.572301,2.476254,1.389663,,,,,
42333.62092,2.404825,6.956,2.577336,2.486312,1.379605,,,,,
42333.62092,2.384699,6.957,2.567265,2.506428,1.384634,,,,,
42333.62092,2.409857,6.958,2.562229,2.521515,1.379605,,,,,
42333.62092,2.41992,6.959,2.577336,2.516486,1.384634,,,,,
42333.62093,2.409857,6.96,2.582372,2.511457,1.389663,,,,,
42333.62093,2.429984,6.961,2.587408,2.506428,1.379605,,,,,
42333.62093,2.445079,6.962,2.592444,2.491341,1.379605,,,,,
42333.62093,2.475269,6.963,2.607551,2.476254,1.389663,,,,,
42333.62093,2.460174,6.964,2.627694,2.44608,1.384634,,,,,
42333.62093,2.41992,6.965,2.647837,2.420935,1.389663,,,,,
42333.62093,2.41992,6.966,2.627694,2.425964,1.389663,,,,,
42333.62093,2.399794,6.967,2.63273,2.425964,1.384634,,,,,
42333.62093,2.384699,6.968,2.637765,2.410877,1.374576,,,,,
42333.62093,2.384699,6.969,2.617622,2.415906,1.40475,,,,,
42333.62093,2.38973,6.97,2.547122,2.420935,1.384634,,,,,
42333.62093,2.404825,6.971,2.582372,2.385732,1.379605,,,,,
42333.62093,2.344445,6.972,2.66798,2.340471,1.384634,,,,,
42333.62093,2.384699,6.973,2.622658,2.355558,1.394692,,,,,
42333.62093,2.394762,6.974,2.607551,2.405848,1.379605,,,,,
42333.62093,2.369603,6.975,2.506836,2.476254,1.389663,,,,,
42333.62093,2.394762,6.976,2.516907,2.506428,1.384634,,,,,
42333.62093,2.38973,6.977,2.562229,2.511457,1.384634,,,,,
42333.62093,2.399794,6.978,2.592444,2.501399,1.384634,,,,,
42333.62093,2.41992,6.979,2.612587,2.516486,1.379605,,,,,
42333.62093,2.429984,6.98,2.552158,2.531573,1.384634,,,,,
42333.62093,2.470237,6.981,2.572301,2.516486,1.384634,,,,,
42333.62093,2.424952,6.982,2.567265,2.501399,1.384634,,,,,
42333.62093,2.445079,6.983,2.572301,2.49637,1.389663,,,,,
42333.62093,2.41992,6.984,2.607551,2.471225,1.384634,,,,,
42333.62093,2.404825,6.985,2.662944,2.44608,1.389663,,,,,
42333.62093,2.429984,6.986,2.657908,2.405848,1.389663,,,,,
42333.62093,2.414889,6.987,2.627694,2.390761,1.384634,,,,,
42333.62093,2.404825,6.988,2.662944,2.375674,1.394692,,,,,
42333.62093,2.38973,6.989,2.642801,2.330413,1.389663,,,,,
42333.62093,2.409857,6.99,2.642801,2.330413,1.379605,,,,,
42333.62093,2.429984,6.991,2.642801,2.350529,1.384634,,,,,
42333.62093,2.424952,6.992,2.627694,2.390761,1.384634,,,,,
42333.62093,2.429984,6.993,2.622658,2.39579,1.384634,,,,,
42333.62093,2.404825,6.994,2.708266,2.370645,1.389663,,,,,
42333.62093,2.384699,6.995,2.617622,2.405848,1.384634,,,,,
42333.62093,2.379667,6.996,2.572301,2.466196,1.384634,,,,,
42333.62093,2.384699,6.997,2.521943,2.506428,1.379605,,,,,
42333.62093,2.399794,6.998,2.53705,2.506428,1.384634,,,,,
42333.62093,2.409857,6.999,2.567265,2.501399,1.384634,,,,,
42333.62093,2.384699,7,2.577336,2.491341,1.384634,,,,,
42333.62093,2.384699,7.001,2.592444,2.491341,1.379605,,,,,
42333.62093,2.354508,7.002,2.577336,2.486312,1.389663,,,,,
42333.62093,2.379667,7.003,2.552158,2.491341,1.384634,,,,,
42333.62093,2.384699,7.004,2.542086,2.49637,1.384634,,,,,
42333.62093,2.38973,7.005,2.577336,2.486312,1.379605,,,,,
42333.62093,2.409857,7.006,2.607551,2.476254,1.384634,,,,,
42333.62093,2.404825,7.007,2.592444,2.481283,1.389663,,,,,
42333.62093,2.455142,7.008,2.622658,2.486312,1.389663,,,,,
42333.62093,2.41992,7.009,2.582372,2.501399,1.384634,,,,,
42333.62093,2.455142,7.01,2.552158,2.531573,1.384634,,,,,
42333.62093,2.450111,7.011,2.547122,2.531573,1.389663,,,,,
42333.62093,2.429984,7.012,2.577336,2.506428,1.384634,,,,,
42333.62093,2.450111,7.013,2.617622,2.471225,1.394692,,,,,
42333.62093,2.424952,7.014,2.66798,2.425964,1.374576,,,,,
42333.62093,2.414889,7.015,2.723373,2.405848,1.384634,,,,,
42333.62093,2.399794,7.016,2.622658,2.415906,1.384634,,,,,
42333.62093,2.38973,7.017,2.587408,2.436022,1.379605,,,,,
42333.62093,2.399794,7.018,2.617622,2.420935,1.389663,,,,,
42333.62093,2.394762,7.019,2.577336,2.39579,1.394692,,,,,
42333.62093,2.379667,7.02,2.607551,2.375674,1.384634,,,,,
42333.62093,2.364572,7.021,2.647837,2.335442,1.384634,,,,,
42333.62093,2.344445,7.022,2.617622,2.365616,1.384634,,,,,
42333.62093,2.404825,7.023,2.597479,2.400819,1.384634,,,,,
42333.62093,2.409857,7.024,2.557193,2.461167,1.379605,,,,,
42333.62093,2.38973,7.025,2.542086,2.486312,1.394692,,,,,
42333.62093,2.384699,7.026,2.542086,2.506428,1.384634,,,,,
42333.62093,2.399794,7.027,2.552158,2.536602,1.379605,,,,,
42333.62093,2.374635,7.028,2.562229,2.541631,1.394692,,,,,
42333.62093,2.409857,7.029,2.582372,2.531573,1.384634,,,,,
42333.62093,2.404825,7.03,2.557193,2.521515,1.389663,,,,,
42333.62093,2.440047,7.031,2.597479,2.511457,1.379605,,,,,
42333.62093,2.414889,7.032,2.577336,2.491341,1.384634,,,,,
42333.62093,2.455142,7.033,2.602515,2.481283,1.389663,,,,,
42333.62093,2.440047,7.034,2.622658,2.466196,1.384634,,,,,
42333.62093,2.424952,7.035,2.577336,2.44608,1.389663,,,,,
42333.62093,2.41992,7.036,2.622658,2.400819,1.379605,,,,,
42333.62093,2.394762,7.037,2.743516,2.335442,1.384634,,,,,
42333.62093,2.38973,7.038,2.678051,2.385732,1.394692,,,,,
42333.62093,2.369603,7.039,2.506836,2.39579,1.389663,,,,,
42333.62093,2.404825,7.04,2.688123,2.335442,1.379605,,,,,
42333.62093,2.424952,7.041,2.713302,2.3455,1.389663,,,,,
42333.62093,2.455142,7.042,2.557193,2.39579,1.384634,,,,,
42333.62093,2.440047,7.043,2.698195,2.375674,1.384634,,,,,
42333.62093,2.38973,7.044,2.723373,2.355558,1.389663,,,,,
42333.62093,2.404825,7.045,2.587408,2.405848,1.384634,,,,,
42333.62093,2.404825,7.046,2.592444,2.456138,1.379605,,,,,
42333.62093,2.38973,7.047,2.526979,2.491341,1.384634,,,,,
42333.62093,2.384699,7.048,2.542086,2.501399,1.379605,,,,,
42333.62093,2.394762,7.049,2.582372,2.501399,1.379605,,,,,
42333.62093,2.38973,7.05,2.567265,2.501399,1.389663,,,,,
42333.62093,2.379667,7.051,2.577336,2.49637,1.384634,,,,,
42333.62093,2.369603,7.052,2.572301,2.491341,1.384634,,,,,
42333.62093,2.38973,7.053,2.562229,2.486312,1.379605,,,,,
42333.62093,2.38973,7.054,2.552158,2.476254,1.379605,,,,,
42333.62093,2.384699,7.055,2.582372,2.476254,1.379605,,,,,
42333.62093,2.394762,7.056,2.577336,2.481283,1.384634,,,,,
42333.62093,2.414889,7.057,2.587408,2.491341,1.384634,,,,,
42333.62093,2.41992,7.058,2.602515,2.501399,1.379605,,,,,
42333.62093,2.41992,7.059,2.597479,2.49637,1.384634,,,,,
42333.62093,2.440047,7.06,2.577336,2.521515,1.384634,,,,,
42333.62093,2.465206,7.061,2.557193,2.516486,1.389663,,,,,
42333.62093,2.450111,7.062,2.592444,2.491341,1.389663,,,,,
42333.62093,2.455142,7.063,2.607551,2.476254,1.394692,,,,,
42333.62093,2.424952,7.064,2.627694,2.44608,1.384634,,,,,
42333.62093,2.41992,7.065,2.66798,2.430993,1.384634,,,,,
42333.62093,2.38973,7.066,2.652873,2.420935,1.384634,,,,,
42333.62093,2.38973,7.067,2.607551,2.425964,1.394692,,,,,
42333.62093,2.379667,7.068,2.637765,2.405848,1.389663,,,,,
42333.62093,2.394762,7.069,2.617622,2.405848,1.394692,,,,,
42333.62093,2.384699,7.07,2.557193,2.39579,1.384634,,,,,
42333.62093,2.364572,7.071,2.637765,2.340471,1.379605,,,,,
42333.62093,2.35954,7.072,2.617622,2.340471,1.384634,,,,,
42333.62093,2.384699,7.073,2.607551,2.390761,1.384634,,,,,
42333.62093,2.384699,7.074,2.592444,2.436022,1.379605,,,,,
42333.62093,2.404825,7.075,2.542086,2.476254,1.389663,,,,,
42333.62093,2.429984,7.076,2.552158,2.49637,1.379605,,,,,
42333.62093,2.409857,7.077,2.587408,2.506428,1.389663,,,,,
42333.62093,2.424952,7.078,2.572301,2.541631,1.389663,,,,,
42333.62093,2.429984,7.079,2.547122,2.556718,1.389663,,,,,
42333.62093,2.38973,7.08,2.53705,2.551689,1.384634,,,,,
42333.62093,2.404825,7.081,2.577336,2.526544,1.374576,,,,,
42333.62093,2.38973,7.082,2.582372,2.49637,1.384634,,,,,
42333.62093,2.435016,7.083,2.607551,2.481283,1.389663,,,,,
42333.62093,2.429984,7.084,2.627694,2.456138,1.389663,,,,,
42333.62093,2.455142,7.085,2.642801,2.436022,1.384634,,,,,
42333.62093,2.450111,7.086,2.602515,2.405848,1.379605,,,,,
42333.62093,2.435016,7.087,2.642801,2.375674,1.379605,,,,,
42333.62093,2.394762,7.088,2.748552,2.3455,1.389663,,,,,
42333.62093,2.349477,7.089,2.597479,2.360587,1.384634,,,,,
42333.62093,2.374635,7.09,2.587408,2.350529,1.384634,,,,,
42333.62093,2.38973,7.091,2.713302,2.330413,1.379605,,,,,
42333.62093,2.440047,7.092,2.617622,2.390761,1.384634,,,,,
42333.62093,2.440047,7.093,2.63273,2.390761,1.384634,,,,,
42333.62093,2.399794,7.094,2.733445,2.355558,1.399721,,,,,
42333.62093,2.38973,7.095,2.597479,2.405848,1.389663,,,,,
42333.62093,2.409857,7.096,2.577336,2.456138,1.384634,,,,,
42333.62093,2.399794,7.097,2.53705,2.501399,1.384634,,,,,
42333.62093,2.38973,7.098,2.511872,2.521515,1.379605,,,,,
42333.62093,2.404825,7.099,2.567265,2.511457,1.384634,,,,,
42333.62093,2.374635,7.1,2.577336,2.49637,1.389663,,,,,
42333.62093,2.364572,7.101,2.572301,2.491341,1.384634,,,,,
42333.62093,2.324318,7.102,2.557193,2.49637,1.384634,,,,,
42333.62093,2.414889,7.103,2.572301,2.491341,1.384634,,,,,
42333.62093,2.38973,7.104,2.557193,2.486312,1.384634,,,,,
42333.62093,2.38973,7.105,2.587408,2.471225,1.374576,,,,,
42333.62093,2.38973,7.106,2.592444,2.466196,1.384634,,,,,
42333.62093,2.414889,7.107,2.592444,2.49637,1.384634,,,,,
42333.62093,2.409857,7.108,2.582372,2.506428,1.384634,,,,,
42333.62093,2.424952,7.109,2.567265,2.521515,1.379605,,,,,
42333.62093,2.450111,7.11,2.587408,2.521515,1.379605,,,,,
42333.62093,2.429984,7.111,2.562229,2.501399,1.389663,,,,,
42333.62093,2.460174,7.112,2.582372,2.486312,1.379605,,,,,
42333.62093,2.445079,7.113,2.637765,2.441051,1.394692,,,,,
42333.62093,2.435016,7.114,2.657908,2.436022,1.384634,,,,,
42333.62093,2.404825,7.115,2.617622,2.44608,1.389663,,,,,
42333.62093,2.394762,7.116,2.602515,2.430993,1.379605,,,,,
42333.62093,2.414889,7.117,2.637765,2.430993,1.384634,,,,,
42333.62093,2.394762,7.118,2.622658,2.400819,1.389663,,,,,
42333.62093,2.384699,7.119,2.582372,2.405848,1.389663,,,,,
42333.62093,2.374635,7.12,2.572301,2.390761,1.384634,,,,,
42333.62093,2.364572,7.121,2.637765,2.3455,1.379605,,,,,
42333.62093,2.354508,7.122,2.622658,2.340471,1.379605,,,,,
42333.62093,2.384699,7.123,2.592444,2.39579,1.384634,,,,,
42333.62093,2.409857,7.124,2.572301,2.430993,1.384634,,,,,
42333.62093,2.369603,7.125,2.526979,2.491341,1.389663,,,,,
42333.62093,2.399794,7.126,2.552158,2.521515,1.389663,,,,,
42333.62093,2.404825,7.127,2.562229,2.541631,1.374576,,,,,
42333.62093,2.404825,7.128,2.592444,2.536602,1.389663,,,,,
42333.62093,2.404825,7.129,2.572301,2.541631,1.384634,,,,,
42333.62093,2.455142,7.13,2.562229,2.526544,1.379605,,,,,
42333.62093,2.414889,7.131,2.562229,2.516486,1.374576,,,,,
42333.62093,2.409857,7.132,2.552158,2.511457,1.389663,,,,,
42333.62093,2.429984,7.133,2.582372,2.491341,1.384634,,,,,
42333.62093,2.404825,7.134,2.652873,2.456138,1.384634,,,,,
42333.62093,2.445079,7.135,2.66798,2.405848,1.384634,,,,,
42333.62093,2.41992,7.136,2.652873,2.385732,1.379605,,,,,
42333.62093,2.424952,7.137,2.647837,2.385732,1.379605,,,,,
42333.62093,2.404825,7.138,2.612587,2.385732,1.394692,,,,,
